"التعليقات النحوية Grammar Comments ","تصحيح الكلمة الأصلية (إن لزم) Correction of original word (if necessary)","الكلمة الأصلية Original word","المستوى التعليمي CEFR level","عدد تكرار الكلمة Frequency of word"
"اسم",,"تحطيم","C2",5.92
"اسم علم",,"سهيل","C2",5.92
"صفة",,"قلبى","C2",5.92
"اسم",,"لص","C2",5.92
"اسم",,"هلكة","C2",5.92
"فعل",,"يدل","C2",5.92
"فعل",,"تشاهد","C2",5.91
"اسم",,"مصمم","C2",5.91
"اسم",,"بنود","C2",5.9
"فعل",,"تتضح","C2",5.9
"اسم",,"زهد","C2",5.9
"اسم",,"سفينة","C2",5.9
"اسم",,"فالإنسان","C2",5.9
"صفة",,"يقظ","C2",5.9
"اسم",,"إحتلال","C2",5.89
"اسم",,"خضار","C2",5.89
"فعل",,"رمى","C2",5.89
"صفة",,"مستحق","C2",5.89
"اسم علم",,"نوال","C2",5.89
"فعل",,"تسود","C2",5.88
"فعل",,"صحْح","C2",5.88
"اسم",,"مواد","C2",5.88
"صفة",,"خاصةً","C2",5.87
"صفة",,"ضئيل","C2",5.87
"اسم",,"عياذ","C2",5.87
"صفة",,"مسفر","C2",5.87
"اسم",,"معون","C2",5.87
"اسم",,"تعقيب","C2",5.86
"فعل",,"استخدم","C2",5.86
"اسم",,"أصنام","C2",5.85
"فعل",,"راقب","C2",5.85
"صفة",,"رومانسي","C2",5.85
"اسم علم",,"قبرص","C2",5.85
"فعل",,"تختص","C2",5.84
"فعل",,"تَعَالَى","C2",5.84
"فعل ",,"توفى","C2",5.84
"فعل",,"جنى","C2",5.83
"صفة",,"مطابق","C2",5.83
"اسم",,"إحرام","C2",5.82
"اسم",,"عدوى","C2",5.82
"اسم",,"نوايا","C2",5.82
"اسم",,"توجيه","C2",5.81
"اسم",,"صفاء","C2",5.81
"اسم",,"مسؤولا","C2",5.81
"صفة",,"رحبة","C2",5.8
"اسم علم",,"هيومن","C2",5.8
"اسم",,"وعاء","C2",5.8
"اسم",,"إهانة","C2",5.79
"اسم / فعل",,"تعارف","C2",5.79
"اسم / صفة",,"موروث","C2",5.79
"اسم تفضيل",,"اقدر","C2",5.78
"صفة",,"تلقائي","C2",5.78
"اسم",,"شاه","C2",5.78
"اسم",,"طعين","C2",5.78
"اسم",,"مشروب","C2",5.78
"اسم",,"انتهاء","C2",5.78
"فعل",,"ينضم","C2",5.78
"فعل",,"تبرر","C2",5.77
"اسم",,"زفاف","C2",5.77
"فعل",,"تجسد","C2",5.76
"اسم",,"رايح","C2",5.76
"اسم",,"عاشق","C2",5.76
"اسم",,"عاهل","C2",5.76
"اسم",,"مصفة","C2",5.76
"اسم",,"لوائح","C2",5.75
"اسم / صفة",,"ميث","C2",5.75
"فعل",,"يتحمل","C2",5.75
"اسم",,"استشارية","C2",5.74
"اسم",,"إنسان","B1",5.73
"فعل",,"تسر","C2",5.73
"اسم",,"تيم","C2",5.73
"فعل",,"ثبت","C2",5.73
"صفة",,"رخيص","C2",5.73
"اسم",,"سباح","C2",5.73
"اسم",,"شارب","C2",5.73
"فعل",,"قابض","C2",5.73
"اسم",,"قتيبة","C2",5.73
"حرف توكيد ",,"اننى","C2",5.72
"اسم",,"حائل","C2",5.72
"اسم",,"ربا","C2",5.72
"اسم",,"رشوة","C2",5.72
"اسم",,"مردود","C2",5.72
"اسم علم",,"نيجيريا","C2",5.72
"اسم علم",,"أفغانستان","C2",5.72
"فعل",,"إنتبه","C2",5.71
"صفة",,"راضي","C2",5.71
"اسم علم",,"صيدا","C2",5.71
"فعل",,"يسعى","C2",5.71
"اسم",,"انتظام","C2",5.7
"صفة",,"مدمر","C2",5.7
"صفة",,"مديني","C2",5.7
"اسم",,"ناظر","C2",5.7
"فعل",,"نرحب","C2",5.7
"فعل",,"تسمى","C2",5.7
"اسم",,"أثير","C2",5.69
"فعل",,"تخطط","C2",5.69
"صفة",,"صابر","C2",5.69
"صفة",,"منشود","C2",5.69
"فعل",,"أجعل","C2",5.69
"فعل",,"وثق","C2",5.69
"فعل",,"تبهم","C2",5.68
"فعل",,"ترحب","C2",5.68
"اسم",,"دباب","C2",5.68
"اسم علم  ",,"آيار","C2",5.67
"فعل",,"إشتد","C2",5.67
"اسم",,"إمامية","C2",5.67
"فعل",,"تتصرف","C2",5.67
"اسم",,"تعميق","C2",5.67
"اسم",,"قطعة","C2",5.67
"اسم",,"مسلماً","C2",5.67
"فعل",,"استمر","C2",5.67
"اسم",,"ألفية","C2",5.66
"اسم علم",,"غوانتانامو","C2",5.66
"صفة",,"محلى","C2",5.66
"صفة",,"مسبوق","C2",5.66
"اسم",,"مشكور","C2",5.66
"فعل",,"نعيد","C2",5.66
"فعل",,"تبث","C2",5.65
"فعل",,"حارب","C2",5.65
"اسم",,"فلوس","C2",5.65
"فعل / اسم",,"تحطم","C2",5.64
"فعل / اسم",,"حالهم","C2",5.64
"اسم",,"دورهم","C2",5.64
"اسم",,"فرائض","C2",5.64
"اسم",,"نصران","C2",5.64
"فعل",,"هز","C2",5.64
"فعل",,"صاحة","C2",5.63
"اسم",,"غيرة","C2",5.63
"فعل",,"يسيء","C2",5.63
"اسم",,"أكسيد","C2",5.61
"اسم",,"إفتاء","C2",5.61
"اسم",,"استمتاع","C2",5.61
"اسم",,"تسديد","C2",5.61
"فعل",,"غزا","C2",5.61
"صفة",,"فريب","C2",5.61
"صفة",,"مقتنع","C2",5.61
"فعل",,"نختلف","C2",5.61
"فعل",,"أعرض","C2",5.6
"اسم",,"جرة","C2",5.6
"فعل",,"خرب","C2",5.6
"اسم",,"حماة","C2",5.59
"اسم",,"مارة","C2",5.59
"صفة",,"سهلا","C2",5.58
"صفة",,"محتجز","C2",5.58
"صفة",,"مرغوب","C2",5.58
"اسم",,"ناشر","C2",5.58
"فعل",,"يشتبه","C2",5.58
"فعل",,"ينصرف","C2",5.58
"فعل",,"التزم","C2",5.57
"اسم",,"دعار","C2",5.57
"صفة",,"رث","C2",5.57
"اسم",,"فروق","C2",5.57
"اسم",,"مستند","C2",5.57
"فعل",,"وَضَّح","C2",5.57
"فعل",,"يقدر","C2",5.57
"اسم علم",,"شام","C2",5.56
"فعل",,"عصم","C2",5.56
"اسم",,"موس","C2",5.56
"اسم",,"هيب","C2",5.56
"اسم",,"احتواء","C2",5.55
"اسم",,"تظاهر","C2",5.55
"اسم",,"شاهدة","C2",5.55
"اسم",,"عشب","C2",5.55
"اسم",,"مفارق","C2",5.55
"اسم",,"نهايته","C2",5.55
"اسم",,"وعود","C2",5.55
"فعل",,"يرتكب","C2",5.55
"فعل",,"انفجر","C2",5.54
"فعل",,"ساق","C2",5.54
"صفة",,"مؤسف","C2",5.54
"صفة",,"متعاقب","C2",5.54
"فعل ",,"مكن","C2",5.54
"اسم",,"ندم","C2",5.54
"حرف توكيد ونصب",,"أننى","C2",5.53
"اسم",,"استسلام","C2",5.53
"اسم",,"امرئ","C2",5.53
"اسم",,"انقاذ","C2",5.53
"صفة",,"بيولوجي","C2",5.53
"فعل",,"تضغط","C2",5.53
"فعل",,"تود","C2",5.53
"اسم",,"خلود","C2",5.53
"اسم",,"علل","C2",5.53
"اسم",,"كثبة","C2",5.53
"صفة",,"مجاز","C2",5.53
"اسم",,"منفع","C2",5.53
"اسم علم",,"إبراهيم","C2",5.53
"فعل",,"تساءل","C2",5.53
"فعل",,"اعترض","C2",5.52
"اسم",,"سِنّ","C2",5.52
"اسم",,"قطعا","C2",5.52
"اسم",,"منشأة","C2",5.52
"اسم / فعل",,"نهب","C2",5.52
"فعل",,"لاحظ","C2",5.52
"فعل",,"يستوجب","C2",5.52
"اسم",,"سلام","A1",5.51
"اسم",,"غروب","C2",5.51
"فعل",,"يشكل","C2",5.51
"اسم",,"تخريج","C2",5.5
"اسم",,"تعظيم","C2",5.5
"فعل",,"لام","C2",5.5
"اسم علم",,"مجر","C2",5.5
"اسم",,"موالاة","C2",5.5
"فعل",,"يحتج","C2",5.5
"فعل",,"أرغب","C2",5.49
"اسم",,"أصناف","C2",5.49
"اسم",,"إلحاق","C2",5.49
"اسم للمثنى",,"كلتا","C2",5.49
"فعل",,"لبث","C2",5.49
"اسم",,"موبايل","C2",5.49
"فعل",,"نطلق","C2",5.49
"فعل",,"نعط","C2",5.49
"اسم",,"مهما","C2",5.48
"فعل",,"يتحدث","A2",5.48
"اسم",,"استحالة","C2",5.47
"اسم",,"استنباط","C2",5.47
"اسم",,"خيبر","C2",5.47
"صفة",,"مشدد","C2",5.47
"اسم",,"طائفة","C2",5.46
"اسم",,"قرين","C2",5.46
"فعل",,"أحمل","C2",5.45
"اسم",,"طقوس","C2",5.45
"اسم  ",,"عمال","C2",5.45
"اسم",,"منفى","C2",5.45
"فعل",,"نستفيد","C2",5.45
"فعل",,"ينبغى","C2",5.45
"اسم",,"إحباط","C2",5.44
"اسم علم  ",,"عبدالحميد","C2",5.44
"اسم",,"عبدي","C2",5.44
"اسم",,"نوافذ","C2",5.44
"صفة",,"معلوم","C2",5.44
"فعل",,"بادر","C2",5.43
"اسم",,"كوادر","C2",5.43
"شبه جملة",,"معاهم","C2",5.43
"اسم  ",,"نزال","C2",5.43
"اسم",,"أسوة","C2",5.42
"اسم",,"إنتداب","C2",5.42
"صفة",,"إيراني","A2",5.42
"اسم علم",,"بلجيكا","A1",5.42
"فعل",,"توصف","C2",5.42
"فعل",,"جرع","C2",5.42
"اسم",,"رغيف","C2",5.42
"اسم",,"شورى","C2",5.42
"اسم",,"صداع","C2",5.42
"اسم",,"كلامهم","C2",5.42
"اسم",,"أساس","C2",5.41
"فعل",,"تكبر","C2",5.41
"اسم",,"حماس","C2",5.41
"فعل",,"سال","C2",5.41
"صفة",,"مرفوض","C2",5.41
"فعل",,"هات","C2",5.41
"اسم",,"سلام","C2",5.41
"فعل",,"يعطي","C2",5.41
"فعل",,"اتى","C2",5.4
"مصطلح دينى للدعاء",,"الحمد لله","C2",5.4
"فعل",,"ترتكز","C2",5.4
"فعل",,"جاؤوا","C2",5.4
"اسم",,"فيلا","C2",5.4
"اسم  ",,"التفات","C2",5.39
"فعل",,"انعكس","C2",5.39
"اسم",,"حليف","C2",5.39
"فعل",,"يكتسب","C2",5.39
"اسم",,"زعامة","C2",5.38
"اسم",,"شعير","C2",5.38
"حرف+لا الناهية",,"فلا","C2",5.38
"فعل",,"كرر","C2",5.38
"اسم",,"موزع","C2",5.38
"اسم",,"موكب","C2",5.38
"اسم علم  ",,"نجاش","C2",5.38
"اسم",,"هيهات","C2",5.38
"اسم",,"إمام","C2",5.38
"اسم",,"نهاية","C2",5.38
"اسم",,"سلالة","C2",5.37
"مصطلح عامى",,"شبيك لبيك ","C2",5.37
"صفة",,"علاجي","C2",5.37
"صفة",,"ليلي","C2",5.37
"اسم",,"بالتالى","C2",5.37
"فعل",,"ينقسم","C2",5.37
"فعل",,"تسمي","C2",5.36
"اسم",,"حوز","C2",5.36
"اسم",,"صالون","C2",5.36
"اسم",,"فداء","C2",5.36
"للاستفهام",,"فيني","C2",5.36
"اسم تفضيل",,"أغنى","B1",5.35
"فعل",,"تزعم","C2",5.35
"فعل",,"تسلل","C2",5.35
"اسم",,"جبن","A2",5.35
"اسم",,"حنف","C2",5.35
"اسم",,"فقيد","C2",5.35
"اسم  ",,"كرم","C2",5.35
"اسم",,"نجوى","C2",5.35
"فعل",,"وفز","C2",5.35
"صفة",,"إقتصادي","C2",5.34
"اسم",,"احتساب","C2",5.34
"فعل",,"تصفح","C2",5.34
"اسم علم",,"زمزم","C2",5.34
"اسم",,"ساسة","C2",5.34
"اسم",,"نجاسة","C2",5.34
"فعل",,"نسمح","C2",5.34
"اسم",,"نكت","C2",5.34
"اسم",,"إلقاء","C2",5.33
"اسم",,"طريقهم","C2",5.33
"اسم",,"متاع","C2",5.33
"اسم",,"مساك","C2",5.33
"فعل",,"يفتقر","C2",5.33
"اسم / صفة",,"جسور","C2",5.32
"اسم",,"عقاقير","C2",5.32
"اسم",,"كحول","C2",5.32
"صفة",,"مألوف","C2",5.32
"صفة",,"حائر","C2",5.31
"اسم",,"حرج","C2",5.31
"فعل",,"مشى","C2",5.31
"حرف",,"معهم","C2",5.31
"فعل",,"نشكر","C2",5.31
"اسم",,"وجيد","C2",5.31
"فعل",,"تراقب","C2",5.3
"فعل",,"تشيع","C2",5.3
"اسم",,"وسيلة","C2",5.3
"اسم علم",,"اذار","C2",5.29
"اسم",,"جرام","A2",5.29
"صفة",,"حالق","C2",5.29
"اسم",,"عرس","C2",5.29
"اسم",,"مسكن","C2",5.29
"اسم",,"أجرا","C2",5.28
"فعل",,"أعترف","C2",5.28
"فعل",,"افترض","C2",5.28
"فعل",,"ظنّ","C2",5.28
"اسم",,"عوام","C2",5.28
"اسم",,"مستدر","C2",5.28
"اسم",,"مشور","C2",5.28
"فعل",,"نناقش","C2",5.28
"اسم",,"وافد","C2",5.28
"فعل",,"يمنع","C2",5.28
"صفة",,"إنكليزي","C2",5.27
"فعل",,"احس","C2",5.27
"فعل",,"تعجب","C2",5.27
"اسم",,"تكيف","C2",5.27
"حرف",,"معى","C2",5.27
"اسم",,"إفراج","C2",5.26
"اسم",,"امتصاص","C2",5.26
"فعل",,"تسبق","C2",5.26
"فعل",,"تكسب","C2",5.26
"اسم",,"حواس","C2",5.26
"اسم",,"فرار","C2",5.26
"اسم",,"موضة","C2",5.26
"اسم",,"وصايا","C2",5.26
"فعل ",,"انتصر","C2",5.25
"فعل",,"تتبنى","C2",5.25
"فعل",,"تعلو","C2",5.25
"فعل",,"تقي","C2",5.25
"صفة",,"جاذب","C2",5.25
"صفة / اسم علم",,"ساره","C2",5.25
"صفة",,"عطوف","C2",5.25
"اسم",,"نجيل","C2",5.25
"فعل",,"نسير","C2",5.25
"اسم",,"تعقيد","C2",5.24
"اسم علم",,"سرت","C2",5.24
"اسم علم",,"بِيل","C2",5.23
"فعل",,"تلزم","C2",5.23
"اسم  ",,"جوهرة","C2",5.23
"اسم",,"حلي","C2",5.23
"اسم",,"رطوبة","C2",5.23
"اسم",,"شغب","C2",5.23
"اسم",,"فدان","C2",5.23
"فعل",,"نود","C2",5.23
"فعل",,"اترك","C2",5.22
"اسم",,"رضاع","C2",5.22
"اسم",,"شوب","C2",5.22
"صفة",,"نبلاء","C2",5.22
"اسم",,"نهم","C2",5.22
"فعل",,"تجلب","C2",5.2
"اسم  ",,"تلاق","C2",5.2
"اسم",,"خنزير","A2",5.2
"صفة",,"عسير","C2",5.2
"صفة",,"فوري","C2",5.2
"اسم",,"قاعة","C2",5.2
"اسم",,"قمامة","C2",5.2
"اسم",,"مشرع","C2",5.19
"اسم / صفة",,"مغترب","C2",5.19
"اسم",,"نشطاء","C2",5.19
"فعل",,"واصبحت","C2",5.19
"فعل",,"يرفع","C2",5.19
"فعل",,"أمضى","C2",5.18
"صفة",,"تالى","C2",5.18
"اسم",,"حجج","C2",5.18
"اسم",,"سمر","C2",5.18
"اسم",,"قطعاً","C2",5.18
"فعل",,"نبذ","C2",5.18
"اسم تفضيل",,"أخص","C2",5.17
"اسم",,"أقصر","B1",5.17
"شبه جملة",,"تسليم","C2",5.17
"فعل",,"تعريب","C2",5.17
"فعل",,"تمنيت","C2",5.17
"اسم",,"جراب","C2",5.17
"اسم علم",,"سامراء","C2",5.17
"اسم",,"عمد","C2",5.17
"فعل",,"قضي","C2",5.17
"اسم",,"منصة","C2",5.17
"فعل",,"نازع","C2",5.17
"اسم",,"أهمية","C2",5.17
"اسم",,"برهة","C2",5.16
"اسم علم",,"ترول","C2",5.16
"ظرف",,"قبلهم","C2",5.16
"صفة",,"محكم","C2",5.16
"فعل",,"نوب","C2",5.16
"اسم",,"هوا","C2",5.16
"اسم تفضيل",,"أطيب","C2",5.15
"اسم",,"إبلاغ","C2",5.15
"اسم",,"إحراز","C2",5.15
"فعل ",,"اندلع","C2",5.15
"فعل",,"تقيد","C2",5.15
"اسم",,"جناب","C2",5.15
"اسم",,"رباع","C2",5.15
"فعل",,"نكس","C2",5.15
"اسم",,"إرث","C2",5.14
"فعل",,"تجزئ","C2",5.14
"اسم",,"جليد","A2",5.14
"صفة",,"شفاع","C2",5.14
"اسم",,"شيخوخة","C2",5.14
"صفة",,"طارئة","C2",5.14
"اسم علم",,"قرطب","C2",5.14
"اسم",,"مؤذن","C2",5.14
"ظرف مكان",,"ههنا","C2",5.14
"اسم",,"مشاكل","C2",5.14
"فعل",,"يستقر","C2",5.14
"اسم",,"رخصة","C2",5.13
"اسم تفضيل",,"أرقى","C2",5.12
"اسم",,"إخلاء","C2",5.12
"اسم",,"تسليط","C2",5.12
"اسم",,"فال","C2",5.12
"اسم علم",,"فنزويلا","C2",5.12
"اسم",,"ليمون","C2",5.12
"مصطلح دينى للدعاء",,"ما شاء الله ","C2",5.12
"اسم",,"مسؤولاً","C2",5.12
"صفة",,"ناسل","C2",5.12
"اسم",,"نزيف","C2",5.12
"فعل",,"نفى","C2",5.12
"اسم تفضيل",,"أصلح","C2",5.11
"اسم",,"أوعية","C2",5.11
"فعل",,"تتراجع","C2",5.11
"فعل / اسم",,"تقابل","C2",5.11
"اسم",,"مجزرة","A2",5.11
"اسم",,"آثار","C2",5.11
"فعل",,"يختفي","C2",5.11
"اسم",,"استفهام","C2",5.09
"فعل",,"حاش","C2",5.09
"فعل",,"تستجيب","C2",5.08
"فعل",,"تعدل","C2",5.08
"اسم  ",,"تلقاء","C2",5.08
"اسم",,"خيبة","C2",5.08
"اسم",,"مفر","C2",5.08
"اسم تفضيل",,"أقصى","C2",5.07
"اسم",,"شواهد","C2",5.07
"اسم",,"مليشيات","C2",5.07
"فعل",,"تجدر","C2",5.06
"صفة",,"عربى","C2",5.06
"اسم",,"موهبة","C2",5.06
"اسم",,"ناس","C2",5.06
"فعل",,"يستوعب","C2",5.06
"فعل",,"يكتب","C2",5.06
"فعل",,"يكن","C2",5.06
"اسم",,"ربوة","C2",5.05
"اسم",,"لغز","C2",5.05
"فعل",,"ندفع","C2",5.05
"اسم",,"هيئة","C2",5.05
"اسم علم",,"يافا","C2",5.05
"فعل",,"يدفع","C2",5.05
"فعل",,"يرد","C2",5.05
"فعل",,"تطول","C2",5.04
"ظرف زمان",,"حالاً","C2",5.04
"صفة",,"قصيم","C2",5.04
"فعل",,"همز","C2",5.04
"فعل",,"يمتلكون","C2",5.04
"فعل",,"أجلس","C2",5.03
"فعل  ",,"أزمن","C2",5.03
"اسم",,"إثم","C2",5.03
"فعل",,"رعى","C2",5.03
"صفة",,"مغاير","C2",5.03
"اسم",,"موطن","C2",5.03
"اسم علم",,"ميمون","C2",5.03
"اسم",,"وفود","C2",5.03
"فعل",,"أحتاج","C2",5.02
"فعل",,"أسعد","C2",5.02
"فعل ",,"تيسر","C2",5.02
"اسم",,"حياتى","C2",5.02
"اسم",,"طيار","C2",5.02
"اسم",,"فراق","C2",5.02
"اسم",,"قبالة","C2",5.02
"فعل",,"قعد","C2",5.02
"اسم",,"قوت","C2",5.02
"فعل",,"أراد","C2",5.02
"فعل",,"حَدَّدَ","C2",5.02
"اسم تفضيل",,"أحوط","C2",5.01
"اسم تفضيل / فعل",,"أعز","C2",5.01
"فعل",,"تضاعف","C2",5.01
"اسم",,"جين","C2",5.01
"اسم",,"خصوم","C2",5.01
"اسم",,"سراج","C2",5.01
"اسم",,"طينة","C2",5.01
"صفة",,"قافل","C2",5.01
"فعل",,"قاوم","C2",5.01
"اسم",,"معمار","C2",5.01
"فعل",,"يستحب","C2",5.01
"فعل",,"يشرب","C2",5.01
"فعل",,"يفضل","C2",5.01
"شبه جملة",,"بمنتهى","C2",5
"اسم",,"ركوع","C2",5
"اسم",,"سهل","A2",5
"للنفى",,"ما","A1",5
"اسم",,"نافذة","A2",5
"فعل",,"استخدم","B1",5
"شبه جملة",,"بمهمة","C2",4.99
"اسم",,"زوجة","A1",4.99
"اسم",,"ويل","C2",4.99
"فعل",,"اجمع","C2",4.98
"فعل",,"تحرص","C2",4.98
"فعل",,"تنس","A2",4.98
"اسم",,"سجاد","A2",4.98
"اسم",,"شهية","C2",4.98
"فعل",,"تستوعب","C2",4.97
"اسم",,"حديث","B2",4.97
"اسم",,"راديو","A2",4.97
"اسم",,"عطار","C2",4.97
"اسم",,"مطبع","C2",4.97
"صفة",,"أرضي","B1",4.96
"اسم",,"حصن","C2",4.96
"صفة",,"كثيف","C2",4.96
"اسم",,"مزاول","C2",4.96
"صفة",,"منسوب","C2",4.96
"فعل",,"يختلف","B2",4.96
"فعل",,"ينسجم","C2",4.96
"فعل  ",,"أساء","C2",4.95
"صفة",,"معاقب","C2",4.95
"فعل",,"كن","B1",4.95
"فعل",,"إتيان","C2",4.94
"فعل",,"استولى","C2",4.94
"صفة",,"جوعان","B1",4.94
"اسم",,"قداس","B2",4.94
"اسم",,"متباين","C2",4.94
"اسم",,"مسألة","B2",4.94
"اسم / صفة",,"منسق","C2",4.94
"صفة",,"مؤلم","B2",4.93
"صفة",,"ممنوح","C2",4.93
"فعل",,"يشار","C2",4.93
"اسم",,"قطط","A2",4.92
"اسم",,"مزعم","C2",4.92
"اسم من الأسماء الخمسة",,"ابن‌","A1",4.91
"اسم",,"إقرار","C2",4.91
"فعل",,"تؤدى","C2",4.91
"فعل",,"تشرب","C2",4.91
"اسم",,"قدامة","C2",4.91
"صفة",,"كيماوي","B1",4.91
"اسم",,"مستشفي","A1",4.91
"فعل",,"تساءل","B2",4.91
"اسم",,"مشكلة","A2",4.91
"فعل",,"أنشئ","C2",4.9
"اسم",,"تدوين","C2",4.9
"صفة",,"راكب","B1",4.9
"اسم",,"محاماة","B1",4.9
"اسم",,"مصادقة","B2",4.9
"صفة",,"نازي","C2",4.9
"فعل",,"استغل","C2",4.89
"صفة",,"بيروقراطي","C2",4.89
"فعل",,"تتجلى","C2",4.89
"اسم",,"تجربتي","C2",4.89
"اسم",,"تجسيد","C2",4.89
"فعل",,"تصرخ","C2",4.89
"اسم",,"غرور","B2",4.89
"اسم",,"غشاء","C2",4.89
"فعل",,"أتهم","C1",4.88
"اسم",,"ابد","C2",4.88
"صفة",,"استهلاكي","C2",4.88
"اسم",,"بصل","A1",4.88
"فعل",,"تتلقى","C2",4.88
"اسم",,"تذكرة","C2",4.88
"فعل",,"تلا","C2",4.88
"اسم",,"جرم","C2",4.88
"اسم",,"شكوة","C2",4.88
"فعل",,"ضاح","C2",4.88
"اسم",,"ضحى","C2",4.88
"اسم علم",,"فرانك","C2",4.88
"صفة",,"ملتزم","C2",4.88
"فعل",,"استطاع","B1",4.88
"فعل",,"تحلم","C2",4.87
"اسم",,"قوف","C2",4.87
"صفة",,"مرزوق","C2",4.87
"صفة",,"نسائي","A2",4.87
"فعل / اسم علم",,"اسحق","C2",4.86
"اسم",,"ستون","A1",4.86
"للنفى",,"ما في","B1",4.86
"اسم",,"مسؤوليات","B2",4.86
"اسم",,"مستلزمات","C2",4.86
"صفة",,"مهدد","C2",4.86
"اسم",,"هدية","B1",4.86
"اسم",,"أواخر","C2",4.85
"فعل",,"ذلق","C2",4.85
"اسم",,"ضواح","C2",4.85
"صفة",,"معزز","C2",4.85
"صفة",,"مفخخ","C2",4.85
"فعل",,"يمتاز","C2",4.85
"فعل",,"يندرج","C2",4.85
"فعل",,"أرحب","B2",4.84
"اسم",,"مفترق","C2",4.84
"اسم",,"وريد","C2",4.84
"فعل",,"أعتذر","B2",4.83
"اسم / فعل",,"ضحك","B1",4.83
"اسم  ",,"مخاطب","B1",4.83
"صفة",,"منقبة","C2",4.83
"فعل",,"نالت","C2",4.83
"اسم",,"نجاة","C2",4.83
"فعل",,"تحذر","C2",4.82
"فعل",,"تخسر","B2",4.82
"فعل",,"تنكر","C2",4.82
"فعل",,"خدر","C2",4.82
"اسم",,"مسكة","C2",4.82
"اسم",,"ورشة","B2",4.82
"اسم",,"مستوى","B1",4.82
"فعل",,"تقسم","C2",4.81
"صفة",,"زرقاء","A1",4.8
"اسم",,"مصرع","C2",4.8
"فعل",,"انعقد","B2",4.79
"اسم",,"جموع","C2",4.79
"اسم",,"سمن","C2",4.79
"اسم",,"مبذول","C2",4.79
"صفة",,"مكتوم","C2",4.79
"فعل",,"يفتتح","B2",4.79
"فعل",,"أجيب","C1",4.78
"ظرف",,"حَيْثُ","C2",4.78
"فعل",,"خاض","C2",4.78
"صفة",,"عاطر","C2",4.78
"فعل",,"يتحمّل","C2",4.78
"اسم تفضيل",,"أرحم","C2",4.77
"اسم",,"مسؤولية","B2",4.77
"اسم",,"بلاط","C2",4.77
"فعل",,"تتواجد","C2",4.77
"اسم / فعل",,"تشاور","C2",4.77
"ظرف مكان",,"حول","C2",4.77
"اسم",,"قرش","A2",4.77
"فعل",,"نحقق","B2",4.77
"فعل",,"أسس","C2",4.77
"فعل",,"أقترح","B1",4.76
"اسم",,"إدمان","C2",4.76
"اسم",,"إعدام","C2",4.76
"اسم  ",,"تلاوة","C2",4.76
"صفة",,"علني","B2",4.76
"اسم علم",,"كولومبيا","A1",4.76
"صفة",,"متطوع","C2",4.76
"اسم",,"استراحة","C2",4.75
"اسم ",,"اضعاف","C2",4.75
"فعل / اسم",,"تسوق","C2",4.75
"اسم",,"شحاتة","C2",4.75
"اسم تفضيل",,"أدرى","B1",4.74
